post_link,date,views,post_time,bank,time_of_day
https://t.me/tikvahethiopia/81656,2023-09-21T17:28:22+00:00,279400,17:28:22,#CBE,afternoon
https://t.me/tikvahethiopia/82000,2023-10-05T13:00:03+00:00,323300,13:00:03,#CBE,afternoon
https://t.me/tikvahethiopia/82208,2023-10-12T19:10:46+00:00,304100,19:10:46,#CBE,evening
https://t.me/tikvahethiopia/82376,2023-10-19T08:35:44+00:00,267800,8:35:44,#CBE,morning
https://t.me/tikvahethiopia/82414,2023-10-22T10:22:24+00:00,263200,10:22:24,#AwashBank,morning
https://t.me/tikvahethiopia/82420,2023-10-22T17:08:00+00:00,292600,17:08:00,#CBE,afternoon
https://t.me/tikvahethiopia/82639,2023-11-02T18:08:31+00:00,294300,18:08:31,#CBE,evening
https://t.me/tikvahethiopia/83207,2023-11-30T19:26:46+00:00,242600,19:26:46,#CBE,evening
https://t.me/tikvahethiopia/83213,2023-12-01T11:45:13+00:00,249700,11:45:13,#Hibretbank,morning
https://t.me/tikvahethiopia/83356,2023-12-07T09:10:30+00:00,280700,9:10:30,#CBE,morning
https://t.me/tikvahethiopia/83367,2023-12-08T07:14:05+00:00,293000,7:14:05,#Hibretbank,morning
https://t.me/tikvahethiopia/83544,2023-12-15T13:47:13+00:00,248400,13:47:13,#Hibretbank,afternoon
https://t.me/tikvahethiopia/83590,2023-12-17T10:01:05+00:00,266600,10:01:05,#CBE,morning
https://t.me/tikvahethiopia/83678,2023-12-20T18:00:21+00:00,278100,18:00:21,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/83688,2023-12-21T17:58:43+00:00,265900,17:58:43,#CBE,afternoon
https://t.me/tikvahethiopia/83736,2023-12-24T10:17:31+00:00,258600,10:17:31,#CBE,morning
https://t.me/tikvahethiopia/83842,2023-12-29T13:18:02+00:00,269300,13:18:02,#Hibretbank,afternoon
https://t.me/tikvahethiopia/83884,2023-12-31T13:54:28+00:00,285300,13:54:28,#CBE,afternoon
https://t.me/tikvahethiopia/83961,2024-01-03T07:10:19+00:00,241200,7:10:19,#GlobalBankEthiopia,morning
https://t.me/tikvahethiopia/84030,2024-01-05T18:36:28+00:00,234700,18:36:28,#Hibretbank,evening
https://t.me/tikvahethiopia/84053,2024-01-06T20:18:03+00:00,264300,20:18:03,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/84054,2024-01-06T20:18:03+00:00,264300,20:18:03,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/84055,2024-01-06T20:18:03+00:00,264300,20:18:03,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/84056,2024-01-06T20:18:03+00:00,264300,20:18:03,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/84057,2024-01-06T20:18:03+00:00,264300,20:18:03,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/84169,2024-01-10T14:07:32+00:00,282300,14:07:32,#Hibretbank,afternoon
https://t.me/tikvahethiopia/84175,2024-01-10T19:14:00+00:00,300800,19:14:00,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/84193,2024-01-11T18:26:08+00:00,241000,18:26:08,#CBE,evening
https://t.me/tikvahethiopia/84222,2024-01-12T17:23:21+00:00,275200,17:23:21,#Hibretbank,afternoon
https://t.me/tikvahethiopia/84248,2024-01-13T17:56:46+00:00,294100,17:56:46,#GlobalBankEthiopia,afternoon
https://t.me/tikvahethiopia/84259,2024-01-14T16:24:28+00:00,309700,16:24:28,#CBE,afternoon
https://t.me/tikvahethiopia/84309,2024-01-17T09:07:34+00:00,253800,9:07:34,#GlobalBankEthiopia,morning
https://t.me/tikvahethiopia/84348,2024-01-18T12:27:30+00:00,226500,12:27:30,#CBE,afternoon
https://t.me/tikvahethiopia/84388,2024-01-19T11:41:40+00:00,197000,11:41:40,#Hibretbank,morning
https://t.me/tikvahethiopia/84448,2024-01-21T12:00:32+00:00,194700,12:00:32,#CBE,afternoon
https://t.me/tikvahethiopia/84580,2024-01-24T15:04:06+00:00,193500,15:04:06,#GlobalBankEthiopia,afternoon
https://t.me/tikvahethiopia/84654,2024-01-26T15:57:34+00:00,244900,15:57:34,#Hibretbank,afternoon
https://t.me/tikvahethiopia/84666,2024-01-27T10:02:43+00:00,202700,10:02:43,#GlobalBankEthiopia,morning
https://t.me/tikvahethiopia/84685,2024-01-28T14:27:14+00:00,206300,14:27:14,#CBE,afternoon
https://t.me/tikvahethiopia/84776,2024-01-31T13:13:35+00:00,222300,13:13:35,#GlobalBankEthiopia,afternoon
https://t.me/tikvahethiopia/84798,2024-02-01T11:50:02+00:00,236300,11:50:02,#CBE,morning
https://t.me/tikvahethiopia/84845,2024-02-02T18:37:59+00:00,270300,18:37:59,#Hibretbank,evening
https://t.me/tikvahethiopia/84855,2024-02-03T10:39:55+00:00,263200,10:39:55,#GlobalBankEthiopia,morning
https://t.me/tikvahethiopia/84880,2024-02-04T18:25:44+00:00,264200,18:25:44,#CBE,evening
https://t.me/tikvahethiopia/84985,2024-02-08T06:32:27+00:00,255800,6:32:27,#CBE,morning
https://t.me/tikvahethiopia/85046,2024-02-10T11:57:12+00:00,253600,11:57:12,#Hibretbank,morning
https://t.me/tikvahethiopia/85061,2024-02-10T19:39:41+00:00,230600,19:39:41,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/85084,2024-02-11T18:35:04+00:00,257200,18:35:04,#CBE,evening
https://t.me/tikvahethiopia/85110,2024-02-12T18:17:25+00:00,217800,18:17:25,#WegagenBank,evening
https://t.me/tikvahethiopia/85155,2024-02-14T17:02:08+00:00,257700,17:02:08,#GlobalBankEthiopia,afternoon
https://t.me/tikvahethiopia/85187,2024-02-15T15:02:33+00:00,249700,15:02:33,#CBE,afternoon
https://t.me/tikvahethiopia/85217,2024-02-16T15:47:45+00:00,236100,15:47:45,#Hibretbank,afternoon
https://t.me/tikvahethiopia/85247,2024-02-17T17:48:30+00:00,276100,17:48:30,#GlobalBankEthiopia,afternoon
https://t.me/tikvahethiopia/85289,,273100,,#WegagenBank,
https://t.me/tikvahethiopia/85348,2024-02-21T19:09:42+00:00,275800,19:09:42,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/85379,2024-02-22T13:48:35+00:00,213300,13:48:35,#CBE,afternoon
https://t.me/tikvahethiopia/85397,2024-02-23T17:04:07+00:00,274300,17:04:07,#Hibretbank,afternoon
https://t.me/tikvahethiopia/85430,2024-02-24T20:26:56+00:00,264600,20:26:56,#GlobalBankEthiopia,evening
https://t.me/tikvahethiopia/85524,2024-02-28T06:24:31+00:00,236900,6:24:31,#GlobalBankEthiopia,morning
https://t.me/tikvahethiopia/85685,2024-03-03T13:08:54+00:00,259100,13:08:54,#GlobalBankEthiopia,afternoon
https://t.me/tikvahethiopia/85837,2024-03-09T14:18:31+00:00,257800,14:18:31,#GlobalBankEthiopia,afternoon
https://t.me/tikvahethiopia/85922,2024-03-11T18:29:10+00:00,241800,18:29:10,#WegagenBank,evening
https://t.me/tikvahethiopia/85979,2024-03-14T16:23:16+00:00,270600,16:23:16,#CBE,afternoon
https://t.me/tikvahethiopia/86094,2024-03-17T16:21:46+00:00,296700,16:21:46,#CBE,afternoon
https://t.me/tikvahethiopia/86095,2024-03-17T16:21:46+00:00,296700,16:21:46,#CBE,afternoon
https://t.me/tikvahethiopia/86115,2024-03-18T13:13:44+00:00,300200,13:13:44,#CBE,afternoon
https://t.me/tikvahethiopia/86118,2024-03-18T15:12:41+00:00,333400,15:12:41,#CBE,afternoon
https://t.me/tikvahethiopia/86119,2024-03-18T15:12:41+00:00,333400,15:12:41,#CBE,afternoon
https://t.me/tikvahethiopia/86123,2024-03-18T15:25:30+00:00,330800,15:25:30,#CBE,afternoon
https://t.me/tikvahethiopia/86124,2024-03-18T15:25:30+00:00,330800,15:25:30,#CBE,afternoon
https://t.me/tikvahethiopia/86125,2024-03-18T15:25:30+00:00,330800,15:25:30,#CBE,afternoon
https://t.me/tikvahethiopia/86126,2024-03-18T17:47:15+00:00,309100,17:47:15,#WegagenBank,afternoon
https://t.me/tikvahethiopia/86161,2024-03-20T10:15:39+00:00,337600,10:15:39,#CBE,morning
https://t.me/tikvahethiopia/86162,2024-03-20T10:15:39+00:00,337600,10:15:39,#CBE,morning
https://t.me/tikvahethiopia/86163,2024-03-20T10:15:39+00:00,337600,10:15:39,#CBE,morning
https://t.me/tikvahethiopia/86164,2024-03-20T17:57:31+00:00,303300,17:57:31,#CBE,afternoon
https://t.me/tikvahethiopia/86185,2024-03-21T14:15:28+00:00,265800,14:15:28,#GlobalBankEthiopia,afternoon
https://t.me/tikvahethiopia/86225,2024-03-23T11:02:14+00:00,280900,11:02:14,#GlobalBankEthiopia,morning
https://t.me/tikvahethiopia/86376,2024-03-27T09:06:13+00:00,297700,9:06:13,#CBE,morning
https://t.me/tikvahethiopia/86450,2024-03-28T14:33:02+00:00,250400,14:33:02,#CBE,afternoon
https://t.me/tikvahethiopia/86494,2024-03-30T11:46:46+00:00,255300,11:46:46,#GlobalBankEthiopia,morning
https://t.me/tikvahethiopia/86511,2024-03-30T12:47:16+00:00,322000,12:47:16,#CBE,afternoon
https://t.me/tikvahethiopia/86512,2024-03-30T12:47:16+00:00,322000,12:47:16,#CBE,afternoon
https://t.me/tikvahethiopia/86520,2024-03-30T20:38:14+00:00,300400,20:38:14,#CBE,evening
https://t.me/tikvahethiopia/86521,2024-03-30T20:38:14+00:00,300400,20:38:14,#CBE,evening
https://t.me/tikvahethiopia/86531,2024-03-31T20:03:32+00:00,306900,20:03:32,#CBE,evening
https://t.me/tikvahethiopia/86532,2024-03-31T20:03:32+00:00,306900,20:03:32,#CBE,evening
https://t.me/tikvahethiopia/87070,2024-04-21T11:52:03+00:00,311800,11:52:03,#CBE,morning
https://t.me/tikvahethiopia/87071,2024-04-21T11:52:03+00:00,311800,11:52:03,#CBE,morning
https://t.me/tikvahethiopia/87116,2024-04-23T06:51:39+00:00,245400,6:51:39,#CBE,morning
https://t.me/tikvahethiopia/87117,2024-04-23T06:51:39+00:00,245400,6:51:39,#CBE,morning
https://t.me/tikvahethiopia/87629,2024-05-13T17:11:15+00:00,259700,17:11:15,#Hibretbank,afternoon
https://t.me/tikvahethiopia/87769,2024-05-20T06:25:35+00:00,264000,6:25:35,#Hibretbank,morning
https://t.me/tikvahethiopia/81734,9/26/2023 0:00,239800,10:18:00,BOA,night 
https://t.me/tikvahethiopia/81606,9/19/2023 0:00,258400,6:53:00,BOA,night 
https://t.me/tikvahethiopia/81502,9/15/2023 0:00,269400,3:56:00,BOA,evening 
https://t.me/tikvahethiopia/81338,9/8/2023 0:00,219400,10:50:00,BOA,afternoon
https://t.me/tikvahethiopia/81252,9/5/2023 0:00,255900,1:19:00,BOA,afternoon
https://t.me/tikvahethiopia/81165,9/1/2023 0:00,259100,10:20:00,BOA,afternoon
https://t.me/tikvahethiopia/81123,8/29/2023 0:00,232100,9:02:00,BOA,afternoon
https://t.me/tikvahethiopia/76814,3/5/2023 0:00,244100,9:32:00,BOA,evening 
https://t.me/tikvahethiopia/76089,1/26/2023 0:00,129400,9:49:00,BOA,night 
https://t.me/tikvahethiopia/76075,1/25/2023 0:00,299100,11:38:00,BOA,evening 
https://t.me/tikvahethiopia/68651,3/17/2022 0:00,249700,4:43:00,BOA,morning
https://t.me/tikvahethiopia/68259,3/3/2022 0:00,259400,5:30:00,BOA,afternoon
https://t.me/tikvahethiopia/68037,2/24/2022 0:00,245600,4:11:00,BOA,afternoon
https://t.me/tikvahethiopia/67831,2/17/2022 0:00,218400,2:23:00,BOA,evening 
https://t.me/tikvahethiopia/67371,2/3/2022 0:00,212300,3:10:00,BOA,morning
https://t.me/tikvahethiopia/66803,1/20/2022 0:00,206900,4:21:00,BOA,evening 
https://t.me/tikvahethiopia/66171,12/30/2021 0:00,207900,3:16:00,BOA,morning
https://t.me/tikvahethiopia/65938,12/23/2021 0:00,213700,3:13:00,BOA,evening 
https://t.me/tikvahethiopia/65688,12/16/2021 0:00,213300,4:57:00,BOA,afternoon
https://t.me/tikvahethiopia/5339,12/6/2018 0:00,170200,7:47:00,BOA,evening 
https://t.me/tikvahethiopia/4722,5/23/2018 0:00,160400,8:11:00,BOA,afternoon
https://t.me/tikvahethiopia/87693,5/17/2024,240558,8:08:16,BOA,morning
https://t.me/tikvahethiopia/87532,5/10/2024,280144,13:39:46,BOA,afternoon
https://t.me/tikvahethiopia/87496,5/7/2024,304225,10:46:34,BOA,morning
https://t.me/tikvahethiopia/87443,5/3/2024,276586,16:40:40,BOA,afternoon
https://t.me/tikvahethiopia/87344,4/30/2024,234557,17:01:34,BOA,evening
https://t.me/tikvahethiopia/87236,4/26/2024,263870,18:11:43,BOA,evening
https://t.me/tikvahethiopia/87018,4/19/2024,292015,17:11:18,BOA,evening
https://t.me/tikvahethiopia/86867,4/12/2024,322142,18:20:16,BOA,evening
https://t.me/tikvahethiopia/86831,4/11/2024,273450,8:06:04,BOA,morning
https://t.me/tikvahethiopia/86555,4/2/2024,284310,11:13:01,BOA,morning
https://t.me/tikvahethiopia/86335,3/26/2024,238370,17:41:31,BOA,evening
https://t.me/tikvahethiopia/86200,3/22/2024,287620,8:49:39,BOA,morning
https://t.me/tikvahethiopia/85730,3/5/2024,239177,8:33:29,BOA,morning
https://t.me/tikvahethiopia/85407,2/23/2024,233551,20:13:49,BOA,evening
https://t.me/tikvahethiopia/85306,2/20/2024,251727,8:39:27,BOA,morning
https://t.me/tikvahethiopia/85121,2/13/2024,267527,10:03:18,BOA,morning
https://t.me/tikvahethiopia/85031,2/9/2024,264948,19:52:24,BOA,evening
https://t.me/tikvahethiopia/84836,2/2/2024,270257,7:36:51,BOA,morning
https://t.me/tikvahethiopia/84729,1/30/2024,255985,8:39:40,BOA,morning
https://t.me/tikvahethiopia/84630,1/26/2024,208697,7:32:21,BOA,morning
https://t.me/tikvahethiopia/84534,1/23/2024,257981,7:22:23,BOA,morning
https://t.me/tikvahethiopia/84409,1/19/2024,231917,18:32:49,BOA,evening
https://t.me/tikvahethiopia/84279,1/16/2024,276759,14:37:29,BOA,afternoon
https://t.me/tikvahethiopia/84219,1/12/2024,280061,14:28:38,BOA,afternoon
https://t.me/tikvahethiopia/83919,1/2/2024,251634,7:35:27,BOA,morning
